Unnamed: 0,MARKET_OFFER,UT_IMEI,MEASUREMENT_INTERVAL_MINS,CIR_OF_MIR_TARGET,MEASUREMENTS_TAKEN_WITHIN_INTERVAL,CIR_OF_MIR_TARGET_MBPS,ACTUAL_USED_BANDWIDTH_MBPS,ACTUAL_AVAILABLE_BANDWIDTH_MBPS
MARKET_OFFER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT_IMEI,0.0,1.0,0.19714551169151864,0.2393341038531453,0.11740010628486965,0.25954450397490336,0.4188142117838791,-0.13787331714264772
MEASUREMENT_INTERVAL_MINS,0.0,0.19714551169151864,1.0,0.9778310859367368,0.9449305317082244,0.654515944808806,0.1790285360077819,-0.6240589804924306
CIR_OF_MIR_TARGET,0.0,0.2393341038531453,0.9778310859367368,1.0,0.9240604793891902,0.6739259977798795,0.17505919511618742,-0.5730944494102169
MEASUREMENTS_TAKEN_WITHIN_INTERVAL,0.0,0.11740010628486965,0.9449305317082244,0.9240604793891902,1.0,0.6292469030005311,0.11139471441930013,-0.5839103336191337
CIR_OF_MIR_TARGET_MBPS,0.0,0.25954450397490336,0.654515944808806,0.6739259977798795,0.6292469030005311,1.0,0.2008751305392754,-0.3112718575198714
ACTUAL_USED_BANDWIDTH_MBPS,0.0,0.4188142117838791,0.1790285360077819,0.17505919511618742,0.11139471441930013,0.2008751305392754,1.0,-0.11172749151028112
ACTUAL_AVAILABLE_BANDWIDTH_MBPS,0.0,-0.13787331714264772,-0.6240589804924306,-0.5730944494102169,-0.5839103336191337,-0.3112718575198714,-0.11172749151028112,1.0
