Unique Values,Counts
0.0,44
5.722045897999999,12
11.444091797,8
4.291534424,8
0.244140625,6
19.073486327999998,5
8.583068848,4
28.610229492,4
14.305114746,3
2.8610229489999996,3
3.814697266,2
4.768371581999999,1
