52,40,50,44,42,36,54,523,6,760,812,804,594,800,12,18,824,579,26,788,2,582,210,470,860,629,105,464,696,570,816,856,806,612,814,620,522,655,116,562,604,886,880,820
14,8,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
