Unnamed: 0,IMSI,GeoLocation,IMEI,FWD,RTN,BE,EF,AF
IMSI,1.0,0.0,0.02013717065996983,0.23656531966474634,0.2365653196647465,-0.029294079720199782,0.1534406012181659,0.15282510260288226
GeoLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMEI,0.02013717065996983,0.0,1.0,-0.06282834348051253,-0.06282834348051254,-0.10354260072804003,0.03408651651522868,0.03183668067720829
FWD,0.23656531966474634,0.0,-0.06282834348051253,1.0,0.999999999999998,0.3625843948661508,0.33948917615001395,0.312002591218612
RTN,0.2365653196647465,0.0,-0.06282834348051254,0.999999999999998,1.0,0.3625843948661507,0.33948917615001234,0.3120025912186115
BE,-0.029294079720199782,0.0,-0.10354260072804003,0.3625843948661508,0.3625843948661507,1.0,0.2116567608546524,0.2288509125245901
EF,0.1534406012181659,0.0,0.03408651651522868,0.33948917615001395,0.33948917615001234,0.2116567608546524,1.0,0.9755681766703144
AF,0.15282510260288226,0.0,0.03183668067720829,0.312002591218612,0.3120025912186115,0.2288509125245901,0.9755681766703144,1.0
